char,voice,text
asu,fem_asu_00007,清純派とはお口の周りがソースまみれと見つけたりら、たこ焼きもう１個お食べ
hiy,fem_hiy_00099,あむん。錦さんに食べさせてもらうと３倍おいちぃ
asu,fem_asu_00008,もう１個お食べ
hiy,fem_hiy_00100,ま、待って。これ以上は清純派やアイドル関係なくれに準ずる生きものとしての沽券に関わ…、あむぅー！　おいしいけど太るぅー！
kan,fem_kan_00006,和泉
hiy,fem_hiy_00101,はいお兄ちゃん、口開けて
hiy,fem_hiy_00102,あれ、聞いてなかった？　これ以上食べたら太ると言っているのに、錦さんが私を肥えさせようとたこ焼きを口に入れるので、お兄ちゃんに代わってもらおうと
asu,fem_asu_00009,ま、まさか、先輩に食べていただくとは。その
hiy,fem_hiy_00103,はい、あーん
hiy,fem_hiy_00104,ついでに私からも。はい、あーん
ame,fem_ame_00010,あ、じゃ、じゃあ私も！　はっ、はい！　あーんっ！
kna,fem_kna_00016,私たちもやったほうがいい流れだったりする？
kan,fem_kan_00007,待って！　いくら和泉が男の子と言っても、そんなに何個も食べさせられてはお腹がいっぱい……ここは私に任せて！　ねぎマヨは私が引きうけてみせる！
ina,fem_ina_00016,あ、じゃあ私のを１つどうぞ。よろしくお願いします、あーん……
kan,fem_kan_00008,え、やだ、すっごく気分いい。よく考えたら、人生で女の子にあーんしてもらう機会なんて、今までなかった。いい経験してるかも、あむあむ
kna,fem_kna_00017,先輩がた、今日はありがとうございました。明日からも気合いを入れて臨みます！
ina,fem_ina_00017,私たちは家がちゅる川なので、ここで。親睦会、とても楽しかったです
shi,fem_shi_00003,和泉君。時間があれば、私の部屋で二次会などどうだろう
shi,fem_shi_00004,そうだな、常磐さんと錦さんも、都合がつくなら招待したい。ひよりんは君とワンセットだろう
shi,fem_shi_00005,君はひよりんに関わる話だと……ひよりんの本心以外の部分では察しがいい。だが、今日の目的は君の方なんだ
shi,fem_shi_00006,新人２人が、自分たちだけ除け者にされたと思わなければいいんだが……
shi,fem_shi_00007,この程度は気遣いと呼べるものでもないが、今後とも交際を望む相手であれば気の一つも使う。私は人を選んでいるだけで、頭が悪いわけではないからな
shi,fem_shi_00008,つまり今の発言を意外に思うのなら、これまで私は君に気を使ってこなかった、すなわちどうでもいい人間だと見なしていたわけだな
shi,fem_shi_00009,ブリ大根作れるのか、君。まあそれはさておき『これまで』『使ってこなかった』『見なしていた』と言っただろう。あと殺す
shi,fem_shi_00010,私とて、この半年間の君の働きは評価しているらに君は、自らの意思で生徒会長を続けると決め候補までしてみせた
shi,fem_shi_00011,他の役員からの信頼も充分に得ている君を見直さない理由がない。どうでもいい人間だと見なしていたのは過去の話だ。わかってもらえたかな？
asu,fem_asu_00010,詩桜先輩、スカートです……！
shi,fem_shi_00012,ああすまない。いつもの面子しかいないし、彼に見えなければと思ったんだが、はしたなかったかない加減、三浦大根ネタを止めさせたかったんだ
shi,fem_shi_00013,肉体攻撃はやりすぎたかな、謝ろう。ただ今後三浦大根ネタを用いた際は、卍固めされるのを覚悟の上で口にしたと判断する。それでいいな？
shi,fem_shi_00014,私自身、ほんわか空間は望むところだ。自分の口が悪いのは認めるが、攻撃性は相手に合わせているだけでに対しても噛みつくわけではないからな
shi,fem_shi_00015,そもそも噛んでおいしくない相手であれば噛もうという気が起こらない。今日の新人たちのように良い子であれば一般的な対応をするよ
shi,fem_shi_00016,それについては私の卒業後に話す。和泉先生の許可も貰ったしな。まあ、今日は別の話だ
shi,fem_shi_00017,そういえば君は、のっけから私の足ばかり見ていたな
hiy,fem_hiy_00105,ぷはー！　ジュースうめー！　五臓六腑に染みわたるぅー！　ドーパミンも脳内に染みわたるぅー！
kan,fem_kan_00009,回転焼きの餡、全部違うやつだから早いもの勝ちね、かぼちゃ餡ー
asu,fem_asu_00011,渋いお茶が恋しくなりますね……これ夕ごはんにしようっと
shi,fem_shi_00018,さて、楽しい話で盛りあがる前に……相談だけは先ませておきたいんだが
shi,fem_shi_00019,新作となる小説の執筆を昨年から進めていたんだが……
shi,fem_shi_00020,いやあ、そっちは取材をしていた当人から、小説にしないでくれと依頼があってなあ。世に出せなくなってしまった
shi,fem_shi_00021,当初は快く取材を引きうけてくれたんだが、介護で苦労しているうちに、自分の辛い経験を創作の題材とされるのに抵抗を覚えはじめたそうだ
shi,fem_shi_00022,お母様は順調に回復しているし、小説の結末も前向きなものではあるんだが……話のモデルにした当人からそう言われてしまうと無理強いはできなくてな
shi,fem_shi_00023,これまでは取材した相手の成功体験ばかりを小説にしてきたからな。辛い体験を話の題材にされた際の感情を考慮しなかった私のミスだ
shi,fem_shi_00024,自分のミスである以上、善意で取材に応じてくれた協力者の感情を無視するわけにはいかない。だからまあ自身は納得しているんだが……
shi,fem_shi_00025,私が新作を出すと各所に営業をかけていた編集部はそうもいかなくてなあ
shi,fem_shi_00026,フリーだろうがなんだろうが、出版社から本を出す以上、担当の編集者は付くよ
shi,fem_shi_00027,で、３ヵ月……遅くとも半年以内には、別の題材で執筆を始めてほしいと頼まれた
shi,fem_shi_00028,いや？　私が困るのは、新作を書かなければ収入が得られないという生活上の問題だけだ
shi,fem_shi_00029,今でも一定の収入はあるが、進学したら海外旅行をしたいし、欲しい車もあるんだ
shi,fem_shi_00030,そんな事情もあり、新しい小説を書こうと思っている。在学中……に完成させるのは無理そうだが、できれ年中にはな
shi,fem_shi_00031,君の言う通り、題材選びや話を組みたてるところかめるとなればそこそこ時間はかかるが、モデルとなる人物がいれば執筆はやりやすい
shi,fem_shi_00032,その題材なんだが……発端は９月の朗読劇だ。文化祭のあとにひよりんが動画を投稿しただろう
shi,fem_shi_00033,……脚本を書いたのが私である以上、あの動画に名前は出した。それについてはひよりんから相談があったし、私の責任において了承した
shi,fem_shi_00034,ただ大人の世界の常識として、当然ひよりんの事務所から私の担当編集にも連絡がいくわけだ
shi,fem_shi_00035,私は専属というわけじゃあないが、これでもベストセラー作家様だからな。大人の付きあいになれば、大人の義理立てというものが発生するんだよ
shi,fem_shi_00036,まあエッセイやコラムなどの連載は事後報告の場合がほとんどだが……小説を１本書くとなれば今世話になっている出版社の許可は要る。別で書く予定もないが
kan,fem_kan_00010,私なんかフリーでばんばん色んな会社の仕事受けちゃってますけどね。守秘義務もあって、仕事の状況聞かれても答えられるのはスケジュールくらいですし
shi,fem_shi_00037,そこは複数の企業とお付きあいしている常磐さんとつの出版社からしか本を出していない私の違いだな
shi,fem_shi_00038,ああ、それと……本を出す上で出版社の力が大きい文筆業と、個人でも作品を発表できる絵画の世界の違いはあるかもしれない
kan,fem_kan_00011,ま、まあ、絵画って言うほど大げさなものでもありませんけど？
shi,fem_shi_00039,とはいえ文筆業の世界も、ネット投稿サイトの影響で作家個人の発言力も増した……良い傾向だ。ただ私に関して言えば、まだまだ出版社の力が強い
shi,fem_shi_00040,そんなわけで、私の担当は私とひよりんの関係を知ったわけだが……その後に公開した朗読劇の動画が、それなりの回数再生されているのに目をつけたようだ
